price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,calculated_host_listings_count,room_type,neighbourhood_group
197,1,0,0.0,33,1,Entire home/apt,Manhattan
199,4,32,0.34,28,1,Entire home/apt,Manhattan
158,30,130,2.71,311,1,Entire home/apt,Queens
100,2,1,1.0,270,1,Private room,Brooklyn
150,30,11,4.65,40,1,Entire home/apt,Manhattan
70,60,0,0.0,156,1,Private room,Brooklyn
43,1,76,3.63,119,2,Private room,Queens
115,2,100,3.67,91,1,Entire home/apt,Manhattan
65,1,69,4.4,0,1,Private room,Brooklyn
171,30,3,0.08,188,6,Entire home/apt,Manhattan
47,4,5,0.36,0,2,Private room,Brooklyn
226,5,34,0.39,302,1,Entire home/apt,Manhattan
400,4,7,0.93,244,2,Entire home/apt,Manhattan
43,2,1,0.79,341,3,Private room,Brooklyn
150,3,4,0.09,0,1,Entire home/apt,Brooklyn
110,3,33,2.64,15,1,Entire home/apt,Manhattan
80,1,2,0.05,0,1,Private room,Queens
225,2,5,0.14,0,1,Entire home/apt,Manhattan
38,3,14,1.14,365,34,Shared room,Brooklyn
150,4,67,2.7,242,3,Entire home/apt,Manhattan
150,3,6,0.25,0,1,Entire home/apt,Brooklyn
170,30,0,0.0,307,87,Entire home/apt,Manhattan
220,2,9,1.54,283,13,Entire home/apt,Manhattan
105,30,5,0.28,195,2,Entire home/apt,Manhattan
179,1,4,1.52,0,1,Entire home/apt,Manhattan
100,10,7,0.15,0,1,Entire home/apt,Queens
90,1,75,1.49,359,1,Private room,Manhattan
80,14,0,0.0,0,1,Private room,Queens
525,2,1,0.03,189,4,Entire home/apt,Brooklyn
75,1,0,0.0,0,1,Private room,Manhattan
175,2,54,3.56,135,1,Entire home/apt,Brooklyn
72,14,11,0.16,297,3,Private room,Manhattan
99,3,117,1.41,0,1,Private room,Manhattan
70,2,0,0.0,0,1,Private room,Brooklyn
90,4,1,0.01,0,1,Entire home/apt,Brooklyn
200,2,1,0.7,0,1,Entire home/apt,Brooklyn
199,3,8,0.74,347,3,Entire home/apt,Manhattan
174,30,0,0.0,1,1,Entire home/apt,Manhattan
28,1,12,3.03,236,3,Private room,Queens
125,3,0,0.0,42,1,Entire home/apt,Brooklyn
80,3,0,0.0,0,1,Private room,Manhattan
99,3,5,0.07,365,1,Entire home/apt,Manhattan
229,2,195,3.41,254,1,Entire home/apt,Brooklyn
135,2,0,0.0,0,1,Entire home/apt,Brooklyn
100,2,15,2.46,66,1,Entire home/apt,Brooklyn
100,3,308,4.11,99,1,Entire home/apt,Brooklyn
250,90,1,0.23,0,1,Entire home/apt,Manhattan
220,28,2,0.08,365,1,Entire home/apt,Manhattan
150,2,1,0.03,0,1,Entire home/apt,Manhattan
60,3,5,0.43,0,1,Private room,Brooklyn
425,4,38,1.74,262,3,Entire home/apt,Brooklyn
119,6,117,3.65,207,2,Private room,Manhattan
35,30,0,0.0,235,1,Entire home/apt,Manhattan
85,1,34,0.71,8,1,Private room,Manhattan
150,3,38,0.6,357,3,Private room,Manhattan
145,2,220,2.97,268,1,Entire home/apt,Manhattan
400,1,0,0.0,0,1,Entire home/apt,Manhattan
49,21,15,0.15,331,5,Private room,Brooklyn
60,14,9,0.09,0,2,Private room,Brooklyn
200,1,0,0.0,0,1,Entire home/apt,Manhattan
150,5,12,0.24,9,1,Entire home/apt,Brooklyn
350,3,17,2.49,33,1,Entire home/apt,Manhattan
39,2,26,0.98,101,3,Private room,Brooklyn
140,2,4,0.1,0,3,Entire home/apt,Manhattan
104,3,65,1.46,0,1,Private room,Manhattan
200,2,9,0.29,0,1,Entire home/apt,Brooklyn
225,30,1,0.07,364,7,Entire home/apt,Manhattan
120,10,7,0.13,0,1,Entire home/apt,Manhattan
65,1,0,0.0,0,1,Private room,Manhattan
125,1,9,1.36,192,1,Entire home/apt,Brooklyn
73,1,6,0.13,363,1,Private room,Queens
110,10,2,0.08,0,1,Entire home/apt,Manhattan
214,2,11,3.2,312,327,Entire home/apt,Manhattan
80,50,2,0.09,8,1,Entire home/apt,Queens
126,1,31,1.12,0,1,Entire home/apt,Manhattan
100,1,2,0.04,0,1,Private room,Brooklyn
65,1,2,2.0,170,2,Shared room,Manhattan
60,1,2,0.04,0,1,Private room,Brooklyn
115,1,161,5.78,156,2,Entire home/apt,Manhattan
81,2,26,2.29,61,4,Private room,Manhattan
200,30,0,0.0,0,1,Entire home/apt,Brooklyn
125,6,0,0.0,0,1,Entire home/apt,Manhattan
170,3,0,0.0,0,1,Entire home/apt,Manhattan
125,3,0,0.0,0,1,Private room,Manhattan
274,2,0,0.0,24,1,Entire home/apt,Brooklyn
243,2,14,1.89,93,1,Entire home/apt,Manhattan
150,1,0,0.0,0,1,Private room,Brooklyn
150,6,2,0.08,0,1,Entire home/apt,Brooklyn
250,1,0,0.0,0,1,Entire home/apt,Manhattan
74,2,29,1.01,0,3,Private room,Manhattan
75,1,212,6.19,164,1,Private room,Queens
75,4,5,2.31,80,1,Private room,Manhattan
37,30,5,0.37,329,6,Private room,Bronx
175,30,0,0.0,365,33,Entire home/apt,Manhattan
164,29,0,0.0,221,327,Entire home/apt,Manhattan
225,3,0,0.0,0,1,Entire home/apt,Brooklyn
37,10,6,0.14,0,3,Private room,Brooklyn
30,5,3,0.12,0,1,Private room,Manhattan
75,30,1,0.03,191,1,Entire home/apt,Brooklyn
34,5,2,0.23,365,7,Shared room,Queens
50,1,2,0.12,0,1,Private room,Brooklyn
200,6,2,2.0,49,1,Entire home/apt,Brooklyn
50,1,1,0.03,0,1,Shared room,Brooklyn
60,4,45,0.87,0,5,Shared room,Queens
50,1,14,0.71,0,1,Private room,Manhattan
97,3,29,1.57,118,1,Private room,Brooklyn
239,30,1,0.23,351,121,Entire home/apt,Manhattan
70,3,72,2.04,155,1,Private room,Brooklyn
275,3,20,1.36,359,1,Entire home/apt,Manhattan
130,4,8,0.56,353,1,Entire home/apt,Brooklyn
40,29,1,0.77,30,37,Private room,Queens
175,4,27,0.49,11,2,Entire home/apt,Brooklyn
200,7,9,0.16,291,1,Entire home/apt,Manhattan
70,3,3,0.3,365,5,Private room,Brooklyn
49,5,1,0.02,0,1,Private room,Manhattan
100,3,3,0.2,0,2,Entire home/apt,Brooklyn
170,1,0,0.0,0,1,Entire home/apt,Brooklyn
78,1,1,0.02,0,1,Entire home/apt,Brooklyn
60,3,1,0.02,0,1,Private room,Brooklyn
584,5,89,2.62,179,1,Entire home/apt,Manhattan
59,2,0,0.0,361,2,Private room,Brooklyn
90,3,19,2.75,52,1,Entire home/apt,Brooklyn
100,1,7,0.2,0,1,Entire home/apt,Manhattan
80,8,1,1.0,157,1,Private room,Brooklyn
195,4,10,0.13,95,1,Entire home/apt,Brooklyn
200,2,25,0.68,0,1,Entire home/apt,Manhattan
175,1,1,0.02,347,1,Entire home/apt,Manhattan
100,1,4,2.26,365,2,Entire home/apt,Brooklyn
176,3,0,0.0,0,1,Entire home/apt,Manhattan
40,1,62,1.35,257,3,Private room,Manhattan
650,3,0,0.0,0,1,Entire home/apt,Manhattan
200,3,13,0.22,0,1,Entire home/apt,Brooklyn
70,2,6,0.14,0,1,Private room,Brooklyn
199,4,1,0.02,0,1,Entire home/apt,Manhattan
74,7,26,1.7,26,2,Private room,Manhattan
45,14,1,0.02,0,1,Private room,Manhattan
98,30,30,0.27,364,2,Private room,Manhattan
100,4,10,0.24,0,1,Entire home/apt,Brooklyn
160,4,19,0.48,343,1,Entire home/apt,Manhattan
91,1,1,0.03,250,2,Private room,Brooklyn
45,2,6,0.5,64,2,Private room,Manhattan
250,1,0,0.0,0,1,Entire home/apt,Manhattan
37,30,1,1.0,76,6,Private room,Manhattan
200,2,148,3.47,0,1,Entire home/apt,Manhattan
179,4,213,2.62,277,1,Entire home/apt,Manhattan
49,1,11,0.39,304,2,Shared room,Manhattan
255,3,1,1.0,233,1,Entire home/apt,Manhattan
400,3,2,1.71,308,1,Entire home/apt,Brooklyn
195,2,90,2.59,134,1,Entire home/apt,Manhattan
130,2,31,1.24,0,1,Entire home/apt,Brooklyn
50,2,100,3.21,260,3,Private room,Brooklyn
245,4,8,0.16,52,1,Entire home/apt,Manhattan
150,1,6,0.53,191,1,Entire home/apt,Bronx
95,2,15,1.16,3,1,Private room,Brooklyn
69,2,1,0.02,0,1,Private room,Manhattan
99,1,1,1.0,256,1,Private room,Manhattan
65,4,7,0.22,0,1,Private room,Brooklyn
199,2,9,0.82,0,3,Entire home/apt,Manhattan
45,1,3,0.08,0,1,Private room,Manhattan
50,2,51,1.98,156,4,Private room,Queens
69,1,1,1.0,24,6,Shared room,Manhattan
135,90,0,0.0,125,8,Entire home/apt,Manhattan
50,1,4,3.75,349,1,Private room,Brooklyn
220,3,118,2.26,180,1,Entire home/apt,Manhattan
125,30,31,0.83,346,2,Entire home/apt,Manhattan
110,4,0,0.0,0,1,Entire home/apt,Brooklyn
250,5,0,0.0,209,1,Entire home/apt,Brooklyn
85,4,46,1.23,72,1,Private room,Manhattan
350,1,7,7.0,64,3,Entire home/apt,Queens
78,1,15,0.96,178,1,Private room,Queens
350,3,0,0.0,0,1,Entire home/apt,Manhattan
175,20,11,0.32,0,3,Entire home/apt,Brooklyn
400,3,3,3.0,128,1,Entire home/apt,Manhattan
200,2,0,0.0,361,1,Entire home/apt,Manhattan
89,1,0,0.0,0,1,Private room,Queens
69,4,4,0.21,0,1,Private room,Manhattan
69,2,56,1.8,355,5,Private room,Staten Island
75,1,82,3.16,179,1,Entire home/apt,Brooklyn
100,2,18,0.31,58,1,Entire home/apt,Brooklyn
80,1,6,0.24,0,1,Private room,Brooklyn
200,5,0,0.0,32,1,Entire home/apt,Manhattan
350,6,3,0.22,351,1,Entire home/apt,Manhattan
180,4,0,0.0,0,1,Entire home/apt,Manhattan
200,2,1,1.0,43,1,Entire home/apt,Manhattan
107,1,22,6.8,339,1,Entire home/apt,Bronx
30,3,2,2.0,350,12,Shared room,Queens
100,5,4,0.05,0,1,Entire home/apt,Brooklyn
105,14,0,0.0,0,1,Private room,Brooklyn
65,1,0,0.0,0,1,Private room,Manhattan
210,3,34,2.48,37,1,Entire home/apt,Manhattan
525,2,5,0.49,21,1,Entire home/apt,Brooklyn
80,2,0,0.0,4,2,Private room,Queens
81,5,13,1.89,8,1,Entire home/apt,Brooklyn
42,1,8,0.22,0,2,Private room,Brooklyn
300,5,22,0.58,87,1,Entire home/apt,Manhattan
100,2,0,0.0,71,2,Entire home/apt,Brooklyn
130,1,13,0.38,0,1,Entire home/apt,Brooklyn
58,3,6,2.02,94,3,Private room,Brooklyn
75,5,13,0.56,3,1,Private room,Brooklyn
89,2,68,4.33,64,1,Entire home/apt,Queens
125,14,2,0.04,3,1,Entire home/apt,Manhattan
75,2,0,0.0,0,2,Private room,Brooklyn
300,2,0,0.0,95,1,Entire home/apt,Brooklyn
180,4,11,0.93,1,1,Entire home/apt,Manhattan
100,2,3,0.06,0,1,Entire home/apt,Brooklyn
64,1,128,2.71,76,1,Private room,Brooklyn
300,3,1,1.0,90,1,Entire home/apt,Manhattan
170,3,42,2.19,4,1,Entire home/apt,Manhattan
150,1,109,8.93,241,3,Entire home/apt,Brooklyn
200,2,3,0.08,0,1,Entire home/apt,Brooklyn
300,2,5,0.1,0,1,Entire home/apt,Manhattan
91,1,13,0.55,85,3,Private room,Brooklyn
75,2,4,1.43,64,2,Private room,Brooklyn
250,3,14,0.13,189,1,Private room,Brooklyn
300,3,2,0.32,54,1,Private room,Queens
450,2,0,0.0,365,3,Entire home/apt,Manhattan
95,1,119,2.57,1,2,Private room,Brooklyn
48,1,106,5.26,243,5,Private room,Brooklyn
95,3,0,0.0,0,3,Entire home/apt,Brooklyn
289,1,0,0.0,0,1,Entire home/apt,Brooklyn
150,3,18,0.26,68,1,Entire home/apt,Brooklyn
175,2,136,3.51,280,2,Entire home/apt,Manhattan
113,30,0,0.0,69,3,Entire home/apt,Manhattan
125,1,64,1.88,0,1,Entire home/apt,Manhattan
125,2,7,0.09,358,1,Entire home/apt,Manhattan
46,4,17,0.39,262,2,Private room,Queens
31,10,1,0.02,0,2,Private room,Brooklyn
95,3,4,4.0,88,1,Entire home/apt,Manhattan
275,1,1,0.02,0,1,Entire home/apt,Manhattan
150,2,68,1.93,100,1,Entire home/apt,Brooklyn
70,7,1,0.03,0,1,Private room,Brooklyn
89,1,13,5.2,153,4,Private room,Manhattan
195,2,6,3.46,330,1,Entire home/apt,Brooklyn
164,1,200,3.37,208,2,Entire home/apt,Brooklyn
120,4,72,1.02,284,1,Entire home/apt,Brooklyn
69,1,1,0.06,364,11,Private room,Manhattan
117,1,82,1.39,280,1,Entire home/apt,Brooklyn
51,3,0,0.0,0,1,Private room,Brooklyn
145,7,5,0.32,0,1,Entire home/apt,Brooklyn
65,20,2,0.34,0,1,Private room,Manhattan
100,1,42,1.97,220,1,Entire home/apt,Queens
65,1,11,4.58,300,5,Private room,Queens
65,2,24,1.07,0,1,Private room,Manhattan
100,2,53,0.7,350,1,Private room,Manhattan
350,6,0,0.0,61,1,Entire home/apt,Brooklyn
70,1,23,0.87,138,1,Private room,Manhattan
150,3,139,2.74,238,2,Entire home/apt,Brooklyn
275,7,10,0.66,0,1,Entire home/apt,Manhattan
97,3,0,0.0,0,1,Entire home/apt,Brooklyn
55,4,27,0.46,261,4,Private room,Brooklyn
58,5,0,0.0,0,1,Private room,Manhattan
75,2,1,0.04,0,1,Shared room,Brooklyn
145,2,75,3.07,59,1,Private room,Manhattan
55,1,71,2.12,365,3,Private room,Queens
275,4,24,0.7,127,1,Entire home/apt,Staten Island
75,2,3,0.13,0,1,Entire home/apt,Brooklyn
35,30,2,0.56,32,37,Private room,Queens
83,1,3,0.28,0,2,Private room,Manhattan
82,1,1,0.02,0,1,Entire home/apt,Brooklyn
200,2,0,0.0,47,1,Entire home/apt,Manhattan
42,1,92,4.9,80,4,Private room,Brooklyn
35,3,17,1.62,59,2,Private room,Brooklyn
65,2,49,1.42,310,2,Private room,Brooklyn
100,2,57,3.68,267,2,Entire home/apt,Queens
44,2,3,0.79,324,3,Shared room,Manhattan
175,1,0,0.0,0,1,Entire home/apt,Manhattan
95,1,0,0.0,0,1,Entire home/apt,Manhattan
135,2,6,0.17,0,1,Entire home/apt,Brooklyn
80,1,47,3.41,178,3,Private room,Manhattan
60,30,11,1.02,361,4,Private room,Brooklyn
59,1,13,0.38,332,1,Private room,Brooklyn
40,2,1,0.07,0,1,Private room,Brooklyn
187,29,0,0.0,323,96,Entire home/apt,Manhattan
220,30,0,0.0,325,23,Entire home/apt,Manhattan
109,4,4,0.09,0,1,Entire home/apt,Brooklyn
160,4,0,0.0,0,1,Entire home/apt,Manhattan
158,3,61,2.21,62,1,Entire home/apt,Manhattan
65,2,0,0.0,0,2,Private room,Brooklyn
99,1,180,4.86,2,2,Private room,Manhattan
180,1,22,0.5,89,2,Private room,Brooklyn
99,7,1,0.06,349,2,Entire home/apt,Bronx
42,2,1,0.04,0,1,Private room,Queens
40,5,3,0.16,0,1,Private room,Manhattan
49,2,189,2.32,238,4,Entire home/apt,Bronx
86,2,7,1.02,75,1,Private room,Brooklyn
184,29,0,0.0,7,96,Entire home/apt,Manhattan
59,1,151,3.37,325,1,Private room,Brooklyn
44,5,86,1.67,0,4,Private room,Brooklyn
180,3,29,1.79,235,2,Entire home/apt,Manhattan
169,1,151,2.58,0,4,Private room,Brooklyn
195,5,1,0.08,0,1,Entire home/apt,Queens
128,10,1,0.03,0,1,Entire home/apt,Brooklyn
100,2,4,0.09,0,1,Entire home/apt,Queens
300,3,7,3.89,231,1,Entire home/apt,Manhattan
45,1,459,10.72,175,5,Private room,Queens
44,1,15,2.38,45,1,Private room,Manhattan
150,5,0,0.0,66,1,Private room,Brooklyn
75,3,50,0.65,38,2,Private room,Manhattan
100,14,0,0.0,0,1,Entire home/apt,Brooklyn
165,30,2,0.05,321,96,Entire home/apt,Manhattan
345,7,95,1.7,13,1,Entire home/apt,Manhattan
75,7,7,0.12,328,3,Private room,Manhattan
250,2,2,2.0,98,1,Entire home/apt,Manhattan
24,5,7,3.33,14,4,Shared room,Brooklyn
350,1,2,0.11,0,3,Entire home/apt,Brooklyn
125,10,5,0.12,88,1,Entire home/apt,Manhattan
200,30,3,0.12,341,31,Entire home/apt,Manhattan
169,1,0,0.0,28,4,Entire home/apt,Queens
130,2,10,3.95,159,1,Private room,Brooklyn
57,3,2,0.19,5,1,Private room,Queens
175,3,3,0.36,0,1,Entire home/apt,Manhattan
95,2,41,2.13,0,2,Entire home/apt,Brooklyn
300,6,0,0.0,0,1,Entire home/apt,Manhattan
120,2,45,2.79,19,1,Entire home/apt,Brooklyn
279,2,4,0.19,0,1,Entire home/apt,Manhattan
100,10,0,0.0,0,1,Shared room,Manhattan
300,2,0,0.0,0,1,Entire home/apt,Manhattan
120,60,0,0.0,365,1,Private room,Manhattan
81,4,5,0.62,0,1,Entire home/apt,Bronx
185,3,141,2.0,258,3,Entire home/apt,Manhattan
199,2,7,3.28,170,2,Entire home/apt,Queens
115,15,7,0.38,5,1,Entire home/apt,Brooklyn
425,3,3,3.0,54,1,Entire home/apt,Manhattan
100,1,2,0.27,0,1,Private room,Queens
135,2,10,1.21,249,6,Private room,Brooklyn
40,15,4,0.56,325,11,Private room,Brooklyn
95,1,132,6.45,27,1,Private room,Manhattan
55,1,126,3.13,180,2,Private room,Queens
51,3,4,0.06,188,1,Private room,Brooklyn
125,2,31,0.72,14,1,Entire home/apt,Manhattan
223,3,0,0.0,169,1,Entire home/apt,Manhattan
79,4,4,0.09,0,1,Entire home/apt,Manhattan
69,1,1,1.0,170,6,Private room,Brooklyn
105,1,2,0.08,0,1,Entire home/apt,Brooklyn
87,6,39,0.47,258,2,Entire home/apt,Brooklyn
150,2,154,4.5,271,1,Entire home/apt,Brooklyn
80,2,3,3.0,83,1,Private room,Brooklyn
190,3,1,0.16,0,2,Entire home/apt,Queens
450,1,0,0.0,0,1,Entire home/apt,Manhattan
335,3,16,1.67,81,2,Entire home/apt,Brooklyn
185,30,9,0.29,346,39,Entire home/apt,Manhattan
35,1,4,0.17,0,1,Private room,Manhattan
175,2,0,0.0,0,1,Entire home/apt,Manhattan
110,1,16,0.32,345,5,Private room,Brooklyn
94,1,8,0.33,0,1,Entire home/apt,Manhattan
53,3,12,1.2,356,2,Private room,Bronx
90,5,18,2.18,13,1,Entire home/apt,Manhattan
80,21,0,0.0,0,1,Entire home/apt,Brooklyn
139,3,70,2.9,178,1,Entire home/apt,Brooklyn
250,2,0,0.0,97,2,Private room,Brooklyn
49,5,16,0.53,0,1,Private room,Brooklyn
68,2,39,1.1,0,1,Private room,Brooklyn
58,2,11,0.73,88,1,Private room,Brooklyn
55,1,9,0.95,365,3,Private room,Brooklyn
285,7,8,0.18,302,1,Entire home/apt,Manhattan
120,3,4,0.13,7,1,Entire home/apt,Manhattan
199,1,1,0.42,350,2,Private room,Manhattan
63,5,9,0.28,342,1,Private room,Brooklyn
82,1,6,1.94,180,1,Private room,Manhattan
200,7,10,0.17,11,1,Entire home/apt,Brooklyn
70,1,42,3.01,163,1,Private room,Brooklyn
55,1,4,0.19,365,26,Private room,Brooklyn
110,7,30,1.34,82,2,Private room,Manhattan
65,1,245,5.87,339,13,Private room,Brooklyn
200,2,12,0.31,0,1,Entire home/apt,Brooklyn
179,2,17,4.77,229,1,Entire home/apt,Manhattan
90,1,19,2.42,26,1,Entire home/apt,Queens
148,1,63,5.61,82,1,Entire home/apt,Brooklyn
169,5,9,0.13,0,1,Entire home/apt,Manhattan
235,2,10,0.2,345,1,Entire home/apt,Manhattan
285,1,9,5.09,229,1,Entire home/apt,Manhattan
65,6,1,1.0,19,1,Private room,Brooklyn
55,1,11,3.75,319,2,Private room,Queens
85,3,1,1.0,341,1,Private room,Queens
100,8,3,0.48,7,1,Entire home/apt,Brooklyn
130,1,0,0.0,0,1,Shared room,Brooklyn
225,3,12,0.55,47,1,Entire home/apt,Brooklyn
125,30,3,0.45,339,31,Entire home/apt,Manhattan
190,3,37,4.64,120,1,Entire home/apt,Manhattan
35,1,2,0.75,49,17,Shared room,Brooklyn
55,5,0,0.0,0,1,Private room,Brooklyn
75,1,1,0.07,0,2,Private room,Manhattan
150,2,1,0.16,365,3,Private room,Queens
386,7,0,0.0,0,1,Entire home/apt,Manhattan
450,4,0,0.0,87,2,Entire home/apt,Brooklyn
425,7,1,0.02,0,3,Private room,Manhattan
80,5,51,3.23,57,1,Entire home/apt,Queens
120,14,1,0.03,0,1,Entire home/apt,Brooklyn
95,3,89,2.6,259,1,Entire home/apt,Queens
115,2,7,0.21,0,1,Entire home/apt,Brooklyn
149,7,7,0.15,0,1,Entire home/apt,Brooklyn
75,3,0,0.0,0,1,Private room,Brooklyn
35,28,88,1.05,326,4,Private room,Brooklyn
100,7,11,0.18,0,1,Entire home/apt,Manhattan
45,5,0,0.0,0,1,Private room,Brooklyn
135,2,80,1.22,296,1,Private room,Manhattan
34,30,0,0.0,192,23,Private room,Queens
47,5,33,1.96,176,1,Private room,Bronx
349,3,76,2.54,71,1,Entire home/apt,Manhattan
155,30,0,0.0,125,1,Entire home/apt,Queens
50,1,6,0.31,94,5,Private room,Queens
20,7,0,0.0,281,10,Shared room,Brooklyn
78,3,60,2.66,291,1,Private room,Queens
160,3,2,2.0,23,1,Entire home/apt,Brooklyn
100,1,0,0.0,0,1,Entire home/apt,Manhattan
86,2,86,2.76,171,1,Entire home/apt,Bronx
50,4,0,0.0,0,2,Private room,Brooklyn
70,3,2,0.53,173,1,Private room,Manhattan
149,30,2,0.9,148,1,Entire home/apt,Manhattan
85,1,148,4.96,46,2,Private room,Manhattan
85,1,6,0.33,0,1,Private room,Brooklyn
206,30,1,1.0,311,33,Entire home/apt,Manhattan
290,2,62,1.53,19,1,Entire home/apt,Manhattan
175,2,45,2.84,33,1,Entire home/apt,Queens
104,5,115,3.13,182,1,Entire home/apt,Brooklyn
200,2,33,1.36,250,1,Entire home/apt,Manhattan
150,7,0,0.0,358,3,Private room,Manhattan
55,10,0,0.0,0,1,Private room,Manhattan
49,2,23,0.61,0,2,Shared room,Manhattan
120,1,8,2.79,80,1,Private room,Brooklyn
35,3,1,0.05,61,2,Private room,Brooklyn
120,17,0,0.0,21,1,Entire home/apt,Manhattan
285,30,0,0.0,43,232,Entire home/apt,Manhattan
50,1,7,0.93,0,1,Private room,Brooklyn
110,3,10,0.22,0,1,Entire home/apt,Brooklyn
60,3,1,0.07,0,1,Private room,Brooklyn
250,30,57,1.32,224,4,Entire home/apt,Manhattan
239,2,10,0.29,11,1,Entire home/apt,Brooklyn
150,20,3,0.28,127,1,Entire home/apt,Brooklyn
400,2,0,0.0,15,1,Entire home/apt,Manhattan
150,1,0,0.0,0,1,Entire home/apt,Manhattan
140,4,7,0.2,128,1,Entire home/apt,Manhattan
110,1,4,0.05,0,1,Private room,Manhattan
166,2,8,0.39,3,1,Entire home/apt,Manhattan
325,1,0,0.0,0,1,Entire home/apt,Manhattan
50,7,4,0.11,0,1,Private room,Brooklyn
120,3,0,0.0,0,3,Entire home/apt,Brooklyn
40,2,17,2.7,107,1,Entire home/apt,Bronx
165,3,159,2.71,75,1,Entire home/apt,Manhattan
300,1,0,0.0,0,1,Entire home/apt,Brooklyn
27,15,1,1.0,0,1,Private room,Brooklyn
225,4,1,0.05,0,2,Entire home/apt,Manhattan
100,1,0,0.0,0,1,Private room,Queens
250,1,1,0.03,0,1,Entire home/apt,Brooklyn
59,2,10,0.62,27,1,Private room,Brooklyn
50,1,0,0.0,67,1,Private room,Queens
75,1,3,0.05,0,1,Private room,Brooklyn
120,4,0,0.0,0,1,Private room,Brooklyn
189,3,0,0.0,78,2,Private room,Brooklyn
350,2,6,0.53,0,1,Entire home/apt,Brooklyn
59,4,8,0.26,0,1,Private room,Manhattan
85,1,67,2.47,173,3,Private room,Queens
90,30,11,0.2,189,3,Entire home/apt,Queens
130,9,0,0.0,0,1,Entire home/apt,Manhattan
70,3,1,0.03,0,1,Private room,Brooklyn
100,3,18,1.74,0,1,Entire home/apt,Brooklyn
60,1,0,0.0,34,1,Private room,Queens
60,90,5,0.2,94,7,Entire home/apt,Bronx
100,30,2,2.0,248,5,Private room,Manhattan
115,30,1,0.77,311,1,Entire home/apt,Queens
50,3,18,1.04,0,2,Private room,Brooklyn
55,2,3,0.06,189,1,Private room,Brooklyn
160,15,6,0.49,17,1,Entire home/apt,Brooklyn
42,3,0,0.0,0,1,Private room,Brooklyn
173,10,0,0.0,0,1,Entire home/apt,Manhattan
89,4,4,0.29,128,1,Private room,Brooklyn
75,1,68,7.58,258,1,Entire home/apt,Brooklyn
59,4,28,0.8,99,2,Private room,Brooklyn
54,1,17,0.69,0,1,Private room,Manhattan
367,2,1,1.0,229,1,Entire home/apt,Manhattan
102,2,2,0.3,0,1,Entire home/apt,Manhattan
100,1,1,0.02,0,1,Entire home/apt,Manhattan
50,3,15,0.8,0,1,Private room,Brooklyn
135,30,0,0.0,99,1,Entire home/apt,Manhattan
78,2,133,2.26,107,5,Entire home/apt,Queens
190,2,134,3.2,270,4,Entire home/apt,Manhattan
499,1,18,2.83,356,1,Entire home/apt,Manhattan
55,3,2,2.0,37,2,Private room,Queens
60,3,81,5.09,272,3,Entire home/apt,Staten Island
100,1,3,0.21,179,1,Private room,Brooklyn
55,2,25,1.34,0,1,Private room,Brooklyn
374,30,0,0.0,312,232,Entire home/apt,Manhattan
69,7,1,1.0,0,1,Private room,Brooklyn
110,30,1,1.0,1,1,Entire home/apt,Brooklyn
180,1,0,0.0,0,1,Private room,Brooklyn
130,1,9,0.19,0,1,Private room,Manhattan
80,2,0,0.0,0,1,Private room,Manhattan
110,3,2,1.36,12,1,Private room,Manhattan
399,3,19,1.13,272,4,Entire home/apt,Brooklyn
120,2,7,0.29,0,1,Entire home/apt,Brooklyn
77,1,2,0.05,0,1,Entire home/apt,Manhattan
175,2,28,0.92,36,1,Entire home/apt,Bronx
77,1,9,0.21,0,1,Private room,Manhattan
100,4,17,1.76,0,1,Entire home/apt,Brooklyn
64,1,64,3.13,63,12,Private room,Brooklyn
150,2,0,0.0,0,1,Private room,Manhattan
175,5,2,0.04,0,1,Entire home/apt,Manhattan
41,2,18,2.23,18,2,Private room,Brooklyn
100,3,22,1.2,13,1,Private room,Manhattan
94,10,26,0.52,0,1,Entire home/apt,Brooklyn
250,2,6,1.59,21,1,Entire home/apt,Manhattan
250,3,1,0.05,0,1,Entire home/apt,Manhattan
70,2,10,0.38,0,3,Private room,Brooklyn
74,2,19,3.85,183,1,Entire home/apt,Bronx
250,3,3,0.21,0,1,Private room,Brooklyn
80,2,40,2.75,177,3,Private room,Manhattan
90,15,0,0.0,180,1,Entire home/apt,Queens
55,1,4,0.1,0,1,Private room,Brooklyn
120,4,2,0.04,0,1,Entire home/apt,Manhattan
100,2,22,0.91,0,1,Private room,Brooklyn
200,3,0,0.0,41,2,Entire home/apt,Brooklyn
167,5,1,1.0,94,1,Entire home/apt,Queens
95,3,24,1.25,277,1,Entire home/apt,Brooklyn
125,4,0,0.0,0,1,Entire home/apt,Brooklyn
105,2,61,2.72,239,1,Entire home/apt,Brooklyn
120,2,83,4.43,346,1,Entire home/apt,Brooklyn
165,3,0,0.0,0,1,Private room,Manhattan
300,3,1,1.0,282,1,Entire home/apt,Brooklyn
195,2,5,0.2,0,1,Entire home/apt,Manhattan
70,1,3,1.11,180,2,Private room,Queens
400,3,1,0.02,0,1,Entire home/apt,Manhattan
55,2,17,0.27,34,2,Private room,Manhattan
199,7,0,0.0,0,1,Entire home/apt,Queens
149,5,0,0.0,0,1,Entire home/apt,Manhattan
49,2,6,0.5,89,2,Private room,Queens
120,3,5,0.26,0,1,Entire home/apt,Brooklyn
99,3,10,0.86,7,1,Entire home/apt,Manhattan
